ID,Title,Author,ISBN,"Total Copies","Available Copies","Record Status"
373,"Aritificial Intelligence","George F. Luger",9783315410061,2,2,active
374,"Arkansas Traveler","Fowler Earlene",9786267658611,2,2,active
375,"Arnie & Jack","Connor Ian O.",9789327104059,2,2,active
376,"Around the World in 80 Days","Woods Rosemary",9781152621817,2,2,active
377,"Around the World Ornomes","Around the World",9789970629626,2,2,active
378,"Art Appreciation","Caslib Bernardo",9781533688446,4,4,active
379,"Art appreciation","Ernesto Thaddeus Solmerand",9783106987208,6,6,active
380,"Art Appreciation","Remedios A. Sanchez",9780614973105,6,6,active
381,"Art Appreciation","Pamela N. Canete",9782417146779,5,5,active
382,"Art Appreciation","Roland Lorenzo M. Ruben",9781862565272,2,2,active
383,"Art Appreciation For College Students","Leano Roman D.",9784774349022,4,4,active
384,"Art Appreciation: Introductory Reading…","Regadio Crisanto Q. Jr.",9781158693801,10,10,active
385,"Artemis Fowl the Time Paradox","Eoin Colfer",9788687937413,2,2,active
386,"Arts Across Time Borders","Bienvenido Batallons C.",9780898992175,7,7,active
387,Aruba,"Holloway Dave",9782332061638,1,1,active
388,"As Husbands Go","Isaac Susan",9789451168682,1,1,active
389,"Ashes to Ashes","Fintoff Andrew",9784870998612,2,2,active
390,"Asian Civilization","Roman D. Leanno Jr.",9782299911915,7,7,active
391,"Asian Civilization Discovering The..","Lim Anthony M.",9784856467996,10,10,active
392,"Asian Cuisine","Osorno Rene D.",9780246299604,7,7,active
393,"Asian Cuisine","Loida R. Banzuelo",9785307450543,7,7,active
394,"Ask The Cards A Question","Muller Moreia",9784713247549,2,2,active
395,"ASP,ADO,XML Complete",Unknown,9786913736786,9,9,active
396,"Aspen Gold","Janet Daily",9780821486283,2,2,active
397,"Assesment in Learning 1","Dr. Marilyn Ubiña-Balagtas",9780233030708,8,8,active
398,"Assesment in Learning 2","Dr. Marilyn Ubiña-Balagtas",9783457861035,6,6,active
399,"Assesment Of Students Learning 1&2","Del Socorro Ph.D.",9787972798555,6,6,active
400,"Assesment of Students Learning 2","Barbacena Cheerypyn B.",9784140602935,5,5,active
401,"Assessing Children's Needs and Circumstances","Hedy Clever",9783346800725,1,1,active
402,"Assessing Students Learning A Common..","Suskie Linda",9782903494469,9,9,active
403,"Assessment in Learning 1","Helen B. Boholano",9785743748969,7,7,active
404,"Assessment in Learning 1","Lilibeth G. Abrogena",9781085899444,8,8,active
405,"Assessment in Learning 2: Authentic Assessment","Brenda B. Corpuz",9781715454449,9,9,active
406,"Assessment of Childrens Development & Learning","Tizza Marie Navarro",9782830965209,5,5,active
407,"Assessment of L earning","De Guzman Esterfania",9784466609939,2,2,active
408,"Assessment of Learniing II","Gabuyo Yonardo A.",9783875842821,6,6,active
409,"Assessment of Learniing Outcomes","Navarro Rosita L.",9781724825131,6,6,active
410,"Assessment of Learning","Buenaflor Roberto C.",9783465549475,6,6,active
411,"Assessment of Learning 1","De Guzman Estefania S.",9787099917389,1,1,active
412,"Assessment of Learning 1","Jonathan L. Mañas",9786846022352,4,4,active
413,"Assessment of Learning 2","Calmorin, Paler Laurentina",9789725217528,2,2,active
414,"Assessment of Learning 2","Cajigal Ronan M.",9780074329276,6,6,active
415,"Assessment of Learning Outcomes","Danilo S. Guitierrez",9781296666767,10,10,active
416,"Assessment of Student Learning 1","Laurentina Paler-Calmorin",9780835058308,4,4,active
417,"Assessment of Student Learning 1","Flordeliza C. Buendicho",9783354216891,1,1,active
418,"Assessment of Student Learning 2","Laurentina Paler-Calmorin",9782104478985,6,6,active
419,"Assessment of Students Learning 1","Rico, Alberto A.",9786257532600,6,6,active
420,"Assessment of Students Learning 1","Barbacena Cherrypyn B.",9783230982155,5,5,active
421,"Assignment in Africa","Joan Tate",9786489090107,1,1,active
422,"Assignment in Exposition","Clemente Dunbar",9781676184720,4,4,active
423,"At Guide to Managing and Maintaining Your …","Jean Andrews",9780461849929,5,5,active
424,"At Home in Mitford","Karon John",9781891411731,2,2,active
425,"At My Mother's Knee… And Other Law ..","O' Grady Paul",9784835642086,1,1,active
426,"At My Mother's Knee… and other Low Joints","Paul O' Grady",9783753001197,2,2,active
427,"At Your Service Food Service Manual","Evelina G. Escudero",9787218114378,9,9,active
428,"At Your Service: A Waiter's Manual","Evelina G. Escudero",9784701204554,6,6,active
429,"Atlas of Normal Histology","Mariano S.H Di Fiore",9781100225579,7,7,active
430,"Atlas of the World",Unknown,9781552166741,2,2,active
431,"Atlas of the World","Patrick K. O'Brien",9787621202167,2,2,active
432,Atom,"Bizony Piers",9789729659027,2,2,active
433,"Auditing Principles and Procedures","Arthur W. Holmes",9787167014507,2,2,active
434,"Auditing Standards and Procedures","Arthur W. Holmes",9785889163756,1,1,active
435,Aurora,Kirkpatrick,9782890028777,2,2,active
436,"Australia The Hard Way","Pyle David",9781753540838,1,1,active
437,"Auto CAD 14",Unknown,9786631779713,8,8,active
438,"AutoCAD 2018: A Power Guide for Biginners..","CAD Artifex",9787751701660,10,10,active
439,"Autocad 2019 Tutorial First Level","Shih Randy H.",9788801994889,4,4,active
440,"AutoCAD for Dummies","Fane Bill",9787550375895,5,5,active
441,"Automated Fingerprint Identificaton System","Arturo G. Cacdac",9787571130558,8,8,active
442,"Automatic Vaudeville","Lahr John",9788851027261,2,2,active
443,"Automotive Servicing: Beginner","3G E Learning",9784933163735,4,4,active
444,"Aviation Marketing","Nuved Numere",9781609177980,2,2,active
445,"Awesome Restaurant Recipe's",Unknown,9787080869789,1,1,active
446,"Baby Bootcamp","Mollary Kane",9789221699583,1,1,active
447,"Baby Massage: The Calming Power","Alan Health",9786934654724,2,2,active
448,"Baby Names Now","Linda Rusenkrantz",9786984858332,1,1,active
449,"Back Roads and Gateaway Places of Canada",Unknown,9789452288518,1,1,active
450,BackLash,"Faludi Susan",9788799684601,2,2,active
451,"Bagong Diksyunaryong Pilipino- Pilipino","Julio Silverio",9780620034241,1,1,active
452,"Bailey's Beads","Wolverton Terry",9782043805712,2,2,active
453,"Baisc Safety Course Compedium",Unknown,9788386384068,8,8,active
454,"Banana's Can't Fly","Des O'Conner",9786580043972,2,2,active
455,"Bananas Can't Fly!","Des O'connor",9785989334728,1,1,active
456,"Bank Security Management","Joel M. Ajero",9781228160646,9,9,active
457,"Bank Security Management","Miller F. Peckley",9784229405723,8,8,active
458,"Banking Laws in the Phils.","Jose N. Nolledo",9782590947989,4,4,active
459,"Banquet And Catering Procedures","Ulysses C. Catchilar",9781583281826,2,2,active
460,"Bar & Beverage  Management","Grayfield T.  Bajao",9788861533554,7,7,active
461,"Bar & Beverage Service","Lorenzo G. Rojo",9784398780157,6,6,active
462,"Bar & Beverage Service w/ Mixology","Rojo Lorenzo G.",9783993056162,7,7,active
463,"Bar and Beverage Management","Grayfield T. Bajao",9788408588771,6,6,active
464,"Bar and Beverages Service with Mixology","Lorenzo G. Rojo",9784358112882,4,4,active
465,"Bar Review Materials in Commercial Law","Jorge Miravite",9781336138612,4,4,active
466,"Barack Like Me","Grier David Alan",9780750110242,1,1,active
467,"Barangay Financial Administration",Unknown,9781934667668,8,8,active
468,"Barber Turned Millionaire","Fernando Gastro Jr.",9780618091904,2,2,active
469,Barking,"Evan Liz",9785814491473,1,1,active
470,Barry,"Parrish Steve",9786072832688,2,2,active
471,"Bartending for Dummies","Raffetto Meri",9782450882108,6,6,active
472,"Bartending Made Easy","Dixon Janette",9789968814355,1,1,active
473,"Bartending: Intermediate","3G E-Learning",9786822239439,5,5,active
474,"Baseball Bafflens","Makou Fastball",9782908781410,1,1,active
475,"Baseball in April and Other Stories","Gary Soto",9781397552310,2,2,active
476,"Basic Accounting","Rafaela Lopez Jr.",9789135775946,2,2,active
477,"Basic Accounting","Win Lu Ballada",9789299556207,9,9,active
478,"Basic Accounting","Edwin G. Valencia",9783364525778,6,6,active
479,"Basic Accounting for Non-Accountants","Philip T. Abitang",9785478129149,2,2,active
480,"Basic Accounting Principles & applications","Carlito V. Reyes",9782834110803,10,10,active
481,"Basic Accounting Simplified","Alvin L. Lesser",9789308488727,2,2,active
482,"Basic Arithmetic for Young Filipinos","Castro Victoria B.",9786394278812,2,2,active
483,"Basic Auditing Practice","Petronilo S. Santos",9785803928270,7,7,active
484,"Basic business Finance : Management Approach","Ruby F. Alminar-Mutya",9782992750378,5,5,active
485,"Basic Business Finance Managements","Alminar- Mutya Ruby F.",9781453038567,5,5,active
486,"Basic Calculus for Senior High School","Pagala Renante C.",9787005184492,7,7,active
487,"Basic Calculus for Senior High School","Reyes Juan Apolinario C.",9789266591842,8,8,active
488,"Basic Campus Journalism","Ceciliano-Jose B. Cruz",9783865577900,2,2,active
489,"Basic Communicatioin & Thinking Skills For..","Leticia P. Atienza",9787231843224,1,1,active
490,"Basic Computer Education II","Evelyn O. Gorospe",9785913651778,1,1,active
491,"Basic Computing Principles","B. West",9783926030290,2,2,active
492,"Basic Concept on Microsoft Office","Evangeline Madrid - Hirata",9782809202427,1,1,active
493,"Basic Concepts on Microsoft Office","Evangelilne Madrid- Hirata",9786990413792,8,8,active
494,"Basic Concepts on Windows Applicants","Evangeline Madrid-Hirata",9787236929299,7,7,active
495,"Basic Course in Fire Fighting","Carlos L. Aguada",9788425799136,9,9,active
496,"Basic Criminal Procedure","Antonio R. Bautista",9786210388626,7,7,active
497,"Basic Criminal Procedure","Victor Tulalian",9781279908815,8,8,active
498,"Basic Diet Theraphy for Filipinos","Virginia s. Claudio",9787298068653,1,1,active
499,"Basic Economics","Thomas Sowell",9780863765995,10,10,active
500,"Basic Electric and Electronics Engineering","3G E Learning",9786247314988,4,4,active
501,"Basic Electrical and Electronics Engineering","3G E- Learning",9784300981801,2,2,active
502,"Basic Electrical Engineering","3G E Learning",9783565126941,7,7,active
503,"Basic Electrical Engineering","Rona Mayan",9788695946360,6,6,active
504,"Basic Electrical Engineering with..","PS Dhogal",9788725887441,8,8,active
505,"Basic Electrical Power Distribution","Anthony J. Pansini",9785621372132,8,8,active
506,"Basic Electronical Engineering","3G E Learning",9785890260123,2,2,active
507,"Basic English for College","Emy M. Pascasio",9789611435197,2,2,active
508,"Basic English Grammar","Dela Cruz Allan",9786698490279,4,4,active
509,"Basic Finance","Herbert B. Mayo",9780384309883,7,7,active
510,"Basic Finance","Fe Nunez",9783920530215,9,9,active
511,"Basic First Aid Guide CPR and Water Safety","Leonardo A. Bustria",9786566938018,6,6,active
512,"Basic Geography","Darlene J. Acceña",9788489554399,1,1,active
513,"Basic Grammar",Unknown,9787690426815,1,1,active
514,"Basic Journalism Handbook","Viduya Filemon V.",9781845184896,8,8,active
515,"Basic Marketing","William D. Perreauvlt",9787697357792,6,6,active
516,"Basic Marketing","Gallagher Richard S.",9787141633564,1,1,active
517,"Basic Maternity Nursing","Persis Mary Hamilton",9788804341659,2,2,active
518,"Basic Mathematics","Renante C. Pagala Mat-Math",9788275539425,4,4,active
519,"Basic Mathematics for College Students","Gloria D. Benigno",9783733343330,9,9,active
520,"Basic Media Writing","Melvin Mencher",9789521117909,1,1,active
521,"Basic Microbiology","Volk/ Whceler",9787595794729,1,1,active
522,"Basic Nutrition for Filipinos","Verginia S. Claudio",9786392086785,2,2,active
523,"Basic Nutrition for Filipinos","Adele Jamorabo- Ruiz",9788562718755,1,1,active
524,"Basic of Cost Accounting and Control","Solita Frias",9780369155948,1,1,active
525,"Basic of Coust Accounting & Control","Solita Firas",9788434795525,5,5,active
526,"Basic of Crime Investigation","Nicholas S. Caballero",9786365564722,7,7,active
527,"Basic of Electronics and Microprocessor","3G E-Learning",9782931438664,8,8,active
528,"Basic Phoenetics","Teresita B. Padilla",9782270267284,1,1,active
529,"Basic Police Report Writing","Osoar Gatchalian Soriano",9787448906125,2,2,active
530,"Basic Programming Fundamentals","Rene D. Vencer",9783471754559,1,1,active
531,"Basic Safetty Course",Unknown,9788450615937,8,8,active
532,"Basic Safety Course","Capt. Wilijado P. Abuid",9784558771698,1,1,active
533,"Basic Safety Course",Unknown,9787225699615,2,2,active
534,"Basic Safety Course with Personal Safety",Unknown,9782535544969,4,4,active
535,"Basic Safety Course with personal Safety & Social Responsibility",Unknown,9787598762206,6,6,active
536,"Basic Safety Training",Unknown,9783413261114,5,5,active
537,"Basic Safety Training with PSSR","Wilijado Abuid",9788006811493,7,7,active
538,"Basic Self Defense","Marjorie Abisado-Robbins",9781643347226,5,5,active
539,"Basic Statisctics for Research","Rustico T. De Belen",9782005577848,8,8,active
540,"Basic Statistics A Work Text","Elizabeth B. Parreno",9787282997969,8,8,active
541,"Basic Statistics for Research","De Belen Rustico T.",9788457831743,8,8,active
542,"Basic Understanding to Hospitality & Tourism…","Velasco Evelyn O.",9786424008259,6,6,active
543,"Basics of Cybercrime Investigation","Nicholas S. Caballero",9787807740643,2,2,active
544,"Basics of the English Grammar","Allan O. De La Cruz, Ph. D.",9783085368661,8,8,active
545,"Basket Case","Hiaasen Carl",9782663416381,1,1,active
546,"Bath & Body Recipes",Unknown,9784846312244,2,2,active
547,Bats,"Johnson Davey",9787974973509,1,1,active
548,"Bay and Her Boys","Buchanon Bay",9780802144270,1,1,active
549,"Bayan ko",Unknown,9780312073565,9,9,active
550,"Be Our Guest","Kimnni Theodore",9787570512041,6,6,active
551,"Be the People","Swain Carol M.",9781872346014,2,2,active
552,"Be Your Own Moter Cycle Mechanic","John Thorpe",9786730371832,1,1,active
553,"Beacause It Is My Blood","Zevin Gabrielle",9786452088148,2,2,active
554,Beast,"Kennen Ally",9784350313652,2,2,active
555,"Beaver Tales","Audrey Tournay",9782491630096,1,1,active
556,"Becoming 21st Century Educational Leader","Llagas Avelina T.",9787925132719,10,10,active
557,"Becoming a Multicultural Education","Howe William A.",9789500528122,9,9,active
558,"Becoming a Travel Professional The Complete Guide","Sawyer Joseph",9783585730654,7,7,active
559,"Beer; Top into the Art and Science of Bewing ..","Bamfort Charles",9784077848734,1,1,active
560,"Before I go to Sleep","S.J. Wtason",9788557498211,1,1,active
561,"Before the Change","Gittleman Ann Louise",9787448570869,1,1,active
562,"Before You Leap","Evelina P. Alvarado",9782095935184,9,9,active
563,"Beginners Guide to C++ Programming","Pomperada Jake R.",9786387829458,10,10,active
564,"Beginning Algebra with Application","Exley Linda L.",9785118102204,7,7,active
565,"Beginning VBG Database Programming","John Connell",9781731096784,1,1,active
566,"Beginning with Cocktails","Anne Ray Streeter",9780539103717,2,2,active
567,"Beginnings of Life","Ricki Lewis",9780586509487,7,7,active
568,"Behavior in Organizations an Experimental","A.B. Shani",9781413811384,1,1,active
569,"Behavioral Science & Modern Penology","William H. Lyle Jr.",9783383928864,2,2,active
570,"Being Freddie the story so Far","Flintoof andrew",9789576122866,1,1,active
571,"Being George Washington","Beck Glenn",9782897558550,2,2,active
572,"Being Moral","Carl Koch",9786593983685,2,2,active
573,"Bel-Air Dead","Woods Stuart",9785776004902,2,2,active
574,Believers,"Shelter Jeffrey L.",9784043350483,1,1,active
575,Belly,"Davis Lisa Selin",9781075224591,1,1,active
576,"Bertie & The Crime of Passion","Lovesey Peter",9783441969310,1,1,active
577,"Best Approach in Crime Detection Investegation and Intelligence","Garcia Mario Baesa",9785727919408,9,9,active
578,"Best Approach in Crime Detection Investigation and Intelligence","Mario Baesa Garcia",9789610556619,9,9,active
579,"Best of The best",Unknown,9789060480588,1,1,active
580,"Best Recipes for the Home","Diamond Isiah",9785832067995,1,1,active
